cashback_id,limitation_id,preparation_id,limitation_code,product_name,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments
285,3579,3928,TRODELVY.End,Trodelvy,"Pour les traitements dans les indications avec modèle de prix, sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Gilead Sciences Switzerland Sàrl rembourse à l’assureur-maladie, pour chaque boîte de TRODELVY délivrée, une part fixe du prix de fabrique.",Gilead Sciences Switzerland Sàrl,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TRODELVY""]"
341,4291,4386,TRUQAP,Truqap,"Pour chaque boîte de TRUPAQ achetée, AstraZeneca AG rembourse une partie fixe du prix de fabrique à l’assurance-maladie auprès de laquelle la personne est assurée au moment de l’achat du traitement, à la première demande de l’assureur. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrique.",AstraZeneca AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,
83,1671,3698,ULTOMIRIS,Ultomiris,"Avant le début du traitement, une garantie de prise en charge par l’assurance maladie est nécessaire après discussion avec le médecin-conseil. Ultomiris est utilisé pour le traitement des patients adultes (à partir de leur 18e année) atteints d’hémoglobinurie paroxystique nocturne (HPN): • &nbsp chez des patients qui n’ont pas été traités auparavant par des inhibiteurs du complément et qui présentent une hémolyse associée à un ou plusieurs symptômes cliniques indiquant une activité élevée de la maladie. &nbsp Une activité élevée de la maladie est définie comme suit: valeur de la LDH ≥ 1,5 × LSN (limite supérieure de la normale) [LSN du taux de LDH: 246 U/l] et présence, dans les 3 mois précédent le traitement, de l’un ou de plusieurs des signes ou symptômes suivants causés par l’HPN: fatigue, hémoglobinurie, douleurs abdominales, essoufflement (dyspnée), anémie (hémoglobine < 10 g/dl), événement vasculaire indésirable grave antérieur (y compris thrombose), dysphagie ou trouble de l'érection; ou antécédents de transfusion de concentré érythrocytaire due à l’HPN. • &nbsp chez les patients qui sont cliniquement stables après avoir été traités par éculizumab pendant au moins 6 mois. &nbsp La stabilité clinique est définie par une valeur de la LDH ≤ 1,5 x LSN [LSN du taux de LDH : 246 U/l] ainsi qu’aucune valeur de la LDH > 2 x LSN au cours des 6 mois précédents et aucun événement indésirable cardiovasculaire grave au cours des 6 mois précédents. &nbsp Si, après un traitement préalable à l’éculizumab, une forte activité de la maladie persiste, ULTOMIRIS n'est pas remboursé. Tous les patients traités par ULTOMIRIS doivent être inscrits dans un registre (le traitement ne peut commencer qu'après confirmation de l'inclusion du patient dans le registre, un extrait de la saisie des données du patient dans le registre est à présenter avec la demande de prise en charge). Si un patient refuse de donner le consentement écrit nécessaire à la collecte de ses données, cela doit faire l’objet d’un rapport. L’indication pour le traitement et les contrôles des patients dans le cadre de la tenue du registre ne peut s’effectuer que dans les centres universitaires ou les hôpitaux cantonaux d’Aarau, Bellinzone, Lucerne, Coire et Saint-Gall. L’administration du traitement d’ULTOMIRIS entre ces contrôles peut se réaliser dans un hôpital local. Le médecin du centre chargé du traitement transmet en permanence les données nécessaires à l'aide de l'outil Internet déterminé par le Registre de Remboursements Soliris Suisse (SSRR). Ce registre est utilisé pour tous les patients traités par SOLIRIS et ULTOMIRIS. L’OFSP peut en consulter les données à tout moment et reçoit tous les 12 mois un rapport de synthèse. Le centre est tenu d'enregistrer au minimum les données suivantes pour le registre ULTOMIRIS: 1) Saisie des données anonymisées du patient avec pose de l’indication de l’hémoglobinurie paroxystique nocturne (HPN), y compris l'année de naissance, le sexe et le poids. 2) Avant le début du traitement, l'état actuel doit être documenté. L’HPN doit être confirmée par un dosage d’au minimum 10% de clones HPN. Les patients doivent être préalablement vaccinés contre les méningocoques. 3) A 3 mois puis à 6 et 12 mois après le début du traitement, il convient d'enregistrer la réponse thérapeutique (paramètres hématologiques, taux de LDH, symptômes d'HPN comme douleurs abdominales, douleurs thoraciques, dyspnée et douleurs exigeant une intervention médicale, performances selon une échelle de «qualité de vie», besoin de transfusions, événements thrombotiques, survenue d'insuffisance rénale et hypertension artérielle pulmonaire), ainsi que la date de l'examen. Le dosage et la fréquence posologique d’ULTOMIRIS doivent figurer dans le registre. Dès la 2e année de traitement, les contrôles s'effectuent tous les 6 mois, soit pour la 2e année 18 et 24 mois après le début du traitement. 4) À la fin du traitement, il convient d’en indiquer la raison. Les patients dont la réponse thérapeutique est insuffisante doivent arrêter le traitement. Une réponse thérapeutique est considérée comme atteinte si une réduction de la LDH d’au moins 60% et une amélioration d’un des paramètres cliniques sont observées chez le patient traité. En cas de réponse insatisfaisante, le médecin traitant doit indiquer, sur la base de l'évolution clinique, pour quelle raison la poursuite du traitement est indiquée. Après 12 mois de traitement, le besoin de transfusions doit avoir été réduit. 5) La garantie de prise en charge doit être renouvelée chaque année. 6) Calcul du prix public sur la base du prix départ usine auquel s'ajoutent CHF 40.- en raison du caractère particulier de la distribution (pratiquement pas de commerce intermédiaire, comme pour les produits sanguins), TVA en sus.",,percentage,percentage,10.0,unknown,after_months,12.0,months,"[{""type"": ""after_months"", ""value"": 12, ""unit"": ""months"", ""match"": ""après 12 mois""}, {""type"": ""min_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""au moins 6 mois""}, {""type"": ""from_nth"", ""value"": 6, ""unit"": ""months"", ""match"": ""des 6 mois""}, {""type"": ""within_first"", ""value"": 3, ""unit"": ""months"", ""match"": ""dans les 3 mois""}]",1,1,1,"[""SOLIRIS"", ""ULTOMIRIS"", ""ARAVA""]"
81,1653,3689,VELTASSA,Veltassa,"VELTASSA est remboursé par la caisse-maladie, après consultation préalable du médecin-conseil et garantie de prise en charge des coûts, pour les adultes non dialysés présentant une insuffisance rénale chronique (le début du traitement doit être au stade III ou IV de l’insuffisance rénale; taux de filtration glomérulaire inférieur à 60 ml/min/1.73 m²), ayant développé, au cours d’un traitement avec un inhibiteur du système rénine-angiotensine-aldostérone, une hyperkaliémie chronique récurrente et constatée par des mesures répétées, et auxquels des échangeurs de cations doivent être administrés car les mesures non médicamenteuses (régime alimentaire) ainsi que les mesures médicamenteuses déjà employées (p. ex. diurétiques hypokaliémiants) n’ont pas été suffisantes pour normaliser le taux de potassium (< 5.5 mmol/l). La première prescription de VELTASSA doit être établie uniquement par un cardiologue ou un néphrologue. Le remboursement concerne, au maximum, une boîte de VELTASSA dosée à 8.4 g ou 16.8 g par mois. Si un patient a besoin d’une dose supérieure à 16.8 g par jour, Vifor SA remboursera à la caisse-maladie le prix public de la deuxième boîte, déduction faite de la T.V.A.",Vifor SA,company_rembourse,unknown,,per_month,dose_above,16.0,,"[{""type"": ""dose_above"", ""value"": 16, ""unit"": null, ""match"": ""dose supérieure à 16""}]",0,0,0,"[""VELTASSA""]"
234,3166,3689,VELTASSA.neu,Veltassa,"VELTASSA est remboursé chez les adultes non dialysés présentant une insuffisance rénale chronique (le début du traitement doit être au stade III ou IV de l’insuffisance rénale; taux de filtration glomérulaire inférieur à 60 ml/min/1.73 m²), ayant développé, au cours d’un traitement avec un inhibiteur du système rénine-angiotensine-aldostérone, une hyperkaliémie chronique récurrente et constatée par des mesures répétées, et auxquels des échangeurs de cations doivent être administrés car les mesures non médicamenteuses (régime alimentaire) ainsi que les mesures médicamenteuses déjà employées (p. ex. diurétiques hypokaliémiants) n’ont pas été suffisantes pour normaliser le taux de potassium (< 5.5 mmol/l). Le remboursement concerne, au maximum, une boîte de VELTASSA dosée à 8.4 g ou 16.8 g par mois. Si un patient a besoin d’une dose supérieure à 16.8 g par jour, Vifor SA remboursera à la caisse-maladie le prix public de la deuxième boîte, déduction faite de la T.V.A.",Vifor SA,company_rembourse,unknown,,per_month,dose_above,16.0,,"[{""type"": ""dose_above"", ""value"": 16, ""unit"": null, ""match"": ""dose supérieure à 16""}]",0,0,0,"[""VELTASSA""]"
87,1701,3460,VENCLYXTO3,Venclyxto,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque Venclyxto lui a été délivré, AbbVie AG rembourse à cet assureur maladie 4.2% du prix de fabrique de chaque boîte de Venclyxto. Le remboursement ne s'applique pas aux boîtes utilisées dans l'indication vénétoclax + rituximab. La taxe sur la valeur ajoutée ne peut être récupérée en plus de cette partie du prix de fabrique.",AbbVie AG,company_rembourse,percentage,4.2,per_box,,,,,0,0,0,"[""VENCLYXTO""]"
347,4367,3460,VENCLYXTO.XX,Venclyxto,"Le titulaire de l'autorisation, AbbVie SA, remboursera à l'assureur maladie, auprès duquel la personne assurée était assurée au moment de l'obtention, 20.20% du prix de fabrique pour chaque emballage de VENCLYXTO obtenu, sur première demande de celui-ci. La taxe sur la valeur ajoutée ne peut pas être réclamée en plus de ce pourcentage du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l'administration.",AbbVie SA,titulaire_rembourse,percentage,20.2,per_box,,,,,0,0,0,"[""VENCLYXTO""]"
50,1286,3543,VERZENIOS2,Verzenios,"Pour chaque boîte de Verzenios achetée, Eli Lilly (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de la réception du traitement, à la demande de l’assureur qui est alors informé du montant du remboursement. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit être faite à partir du moment de l'administration.",Eli Lilly (Suisse) SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""VERZENIOS""]"
299,3707,3543,VERZENIOSEND,Verzenios,"Pour chaque boîte de Verzenios achetée, Eli Lilly (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de la réception du traitement, à la demande de l’assureur qui est alors informé du montant du remboursement. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit être faite à partir du moment de l'administration.",Eli Lilly (Suisse) SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""VERZENIOS""]"
319,3952,3981,VESOXX.01,Vesoxx,"Pour chaque emballage de VESOXX achetée, Melisana AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de l'achat, à la première demande de l’assureur.",Melisana AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""VESOXX""]"
355,4442,3981,VESOXX.01new,Vesoxx,"Pour chaque emballage de VESOXX achetée, Melisana AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de l'achat, à la première demande de l’assureur.",Melisana AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""VESOXX""]"
159,2456,3970,VITRAKVI,Vitrakvi,"Le titulaire de l’autorisation, Bayer (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de VITRAKVI 100 mg 56 pce respectivement le nombre de boîtes de VITRAKVI 25 mg 56 pcs ou de VITRAKVI 2 x 50 ml acquis pour les 2 premiers mois de traitement, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat. La taxe sur la valeur ajoutée ne peut pas être exigée en plus du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l’administration.",Bayer (Suisse) SA,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""VITRAKVI""]"
160,2457,3971,VITRAKVI,Vitrakvi,"Le titulaire de l’autorisation, Bayer (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de VITRAKVI 100 mg 56 pce respectivement le nombre de boîtes de VITRAKVI 25 mg 56 pcs ou de VITRAKVI 2 x 50 ml acquis pour les 2 premiers mois de traitement, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat. La taxe sur la valeur ajoutée ne peut pas être exigée en plus du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l’administration.",Bayer (Suisse) SA,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""VITRAKVI""]"
157,2439,3961,VYEPTI,Vyepti,"Pour les patients qui, conformément à l’information professionnelle, nécessitent une dose de 300 mg par perfusion, Lundbeck (Schweiz) AG rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise, une part définie du prix de fabrique du deuxième et du troisième emballage de VYEPTI 100 mg administré et ce, dès la première demande. La TVA ne peut pas être exigée en plus des montants remboursés.",Lundbeck (Schweiz) AG,company_rembourse,unknown,,unknown,,,,,0,0,0,"[""VYEPTI""]"
300,3708,3961,VYEPTI.01,Vyepti,"Pour les patients qui, conformément à l’information professionnelle, nécessitent une dose de 300 mg par perfusion, Lundbeck (Schweiz) AG rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise, une part définie du prix de fabrique du deuxième et du troisième emballage de VYEPTI 100 mg administré et ce, dès la première demande. La TVA ne peut pas être exigée en plus des montants remboursés.",Lundbeck (Schweiz) AG,company_rembourse,unknown,,unknown,,,,,0,0,0,"[""VYEPTI""]"
144,2183,3899,VYNDAQEL,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
165,2517,3899,VYNDAQEL2,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
188,2625,3899,VYNDAQEL2,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
198,2731,3899,VYNDAQEL2,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
277,3504,3899,VYNDAQEL.01,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
286,3583,3899,VYNDAQEL.01,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
351,4393,3899,VYNDAQEL.01,Vyndaqel,"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication.",Pfizer AG,titulaire_rembourse,unknown,,per_box,during_months,6.0,months,"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]",0,0,0,"[""VYNDAQEL""]"
348,4372,4411,WAINZUA.01,Wainzua,"• après 24 mois de traitement, en l’absence de survenue des critères d’arrêt suivants: Critères d’arrêt du traitement après 24 mois de traitement WAINZUA n’est plus remboursé si une progression apparait au cours du traitement, les critères suivants devant être survenus dans les 12 mois: • augmentation du score NIS > 10 points et • augmentation du score PND > 1 stade (de PND IIIa à IIIb correspond également à un stade) ou • augmentation du score NIS > 10 points et • augmentation du score PND et • détérioration d’au moins 2 des critères suivants - Score composite ENMG: > 50% de diminution par an de l’amplitude par rapport à la situation initiale (score composite moteur + sensoriel), ESC (Sum Score pieds et mains) > 25% de diminution - Test de marche de 6 minutes (réduction cliniquement significative de la distance parcourue) - Perte de poids involontaire - Augmentation des troubles gastro-intestinaux (par exemple en cas de constipation / diarrhée de < 2 fois par semaine à > 3 fois par semaine, ou en cas de constipation / diarrhée > 2 fois par semaine à tous les jours) après exclusion des autres causes - Problèmes urinaires (augmentation de la rétention urinaire jusqu’à l’incontinence urinaire permanente) après exclusion des autres causes - Détérioration cliniquement significative de la qualité de vie (par exemple, en utilisant le questionnaire Norfolk QoL-DN) Par ailleurs, WAINZUA n’est plus remboursé • si un score PND de IV est atteint • si une insuffisance cardiaque de classe NYHA III ou IV se développe malgré un traitement optimal de l’insuffisance cardiaque Coûts thérapeutiques AstraZeneca AG rembourse, sur demande de la caisse-maladie de l’assuré au moment de l’achat, un montant fixe du prix ex-factory pour chaque boîte de WAINZUA achetée. La TVA ne peut pas être réclamée en plus de cette partie du prix ex-factory.",Coûts thérapeutiques AstraZeneca AG,company_rembourse,percentage,50.0,per_box,after_months,24.0,months,"[{""type"": ""after_months"", ""value"": 24, ""unit"": ""months"", ""match"": ""après 24 mois""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par an""}, {""type"": ""within_first"", ""value"": 12, ""unit"": ""months"", ""match"": ""dans les 12 mois""}]",1,0,1,"[""WAINZUA""]"
278,3505,4217,WEGOVY,Wegovy,"Utilisation uniquement chez les personnes non diabétiques et chez les personnes diabétiques (DS de type 2) qui n’ont pas reçu de traitement préalable par agonistes du récepteur du GLP-1 autre que celui utilisé pour la réduction du poids : En complément d’un régime avec un déficit de 500 kcal/jour, de conseils diététiques d’accompagnement et d’une activité physique renforcée et justifiée (par ex. podomètre) chez des patients motivés (sans opérations bariatriques passées ou prévues) pour la régulation pondérale chez les patients adultes présentant un : - IMC ≥ 35 kg/m<sup>2</sup> - IMC ≥ 28 kg/m<sup>2</sup> en cas de comorbidités liées au poids (prédiabète ou diabète sucré de type 2, hypertension artérielle, dyslipidémie). Le traitement nécessite une garantie de prise en charge par l’assurance-maladie après consultation préalable du médecin-conseil. Un régime alimentaire avec un déficit de 500 kcal/jour doit être respecté et documenté afin d’obtenir le remboursement de Wegovy, et ceci doit être confirmé vis-à-vis de l’assureur. La prescription ne peut être délivrée que par un médecin spécialiste FMH en endocrinologie/diabétologie ainsi que dans des centres d’obésité. Les centres d’obésité doivent remplir les critères suivants : - Le centre emploie au moins deux médecins spécialistes disposant de l’un des titres de spécialiste suivants : &nbspo Endocrinologie/diabétologie et/ou &nbspo médecine interne et/ou &nbspo chirurgie FMH / titre de spécialiste en chirurgie viscérale. - Le centre dispose en outre d’un diététicien (selon l’art. 11 de la LPSan) ou peut démontrer une collaboration avec un diététicien externe (selon l’art. 11 de la LPSan). - Le médecin responsable du centre est membre de l’ASEMO, de la SSED ou de la SMOB. - Le réseau interdisciplinaire du centre de l’obésité comprend au moins un psychiatre/psychologue clinicien et un physiothérapeute certifié. - L’établissement traite au moins 300 patients atteints d’obésité par an. Le traitement doit être arrêté chez les patients dont l'IMC est ≥ 28 kg/m<sup>2</sup> et < 35 kg/m<sup>2</sup> et qui n'ont pas perdu au moins 5% de leur poids corporel initial après 16 semaines de traitement (fin de la phase de titration) et chez les patients dont l'IMC est ≥ 35 kg/m<sup>2</sup> et qui n'ont pas perdu au moins 7% de leur poids corporel initial après 16 semaines de traitement (fin de la phase de titration) par rapport au début du traitement par Wegovy. Après 6 mois supplémentaires, le traitement doit être interrompu si les patients ayant un IMC ≥ 28 kg/m<sup>2</sup> et < 35 kg/m<sup>2</sup> n’ont pas pu obtenir une réduction de poids totale d’au moins 10% par rapport au poids initial et si les patients ayant un IMC ≥ 35 kg/m<sup>2</sup> n’ont pas pu obtenir une réduction de poids totale d’au moins 12%. Pour une thérapie consécutive au-delà de la phase initiale de traitement, une nouvelle garantie de prise en charge doit être obtenue. Les pertes de poids après 16 semaines et après 10 mois au total doivent être justifiées. Un contrôle d’efficacité doit ensuite en principe être effectué tous les 6 mois. Wegovy peut être remboursé pendant 3 ans au maximum si les critères de remboursement susmentionnés sont respectés. En cas de reprise de poids, si le poids du patient est supérieur à l’objectif à atteindre après 10 mois par rapport au poids initial (−10%, resp. −12%), le traitement doit être interrompu. Le traitement doit également être interrompu dès lors qu’un IMC < 25 kg/m<sup>2</sup> est atteint. Le traitement peut être repris sans dépasser la durée maximale de traitement de 3 ans si l’IMC de ces personnes augmente à nouveau au-delà de 25 kg/m<sup>2</sup>. Il en va de même si le traitement doit être interrompu pour d’autres raisons justifiées, comme par exemple une grossesse. Les critères d’interruption (poids cible mois 10 = 10% resp. 12% de moins que le poids initial) restent inchangés. Si l'on passe d'un autre agoniste des récepteurs du GLP-1 utilisé pour la réduction du poids à Wegovy pendant la phase initiale (10 premiers mois de traitement), les critères d'interruption s'appliquent comme pendant la phase initiale de traitement par Wegovy. Si le changement intervient pendant la poursuite du traitement, la phase initiale de traitement sous Wegovy est supprimée.La documentation correspondante du traitement préalable à partir du début du traitement doit être disponible pour la garantie de prise en charge par l’assurance-maladie. Wegovy ne doit pas être combiné à d’autres agonistes du récepteur du GLP-1, à des gliptines, à des inhibiteurs du SGLT-2 ou à de l’insuline. Wegovy ne doit pas être combiné à d’autres médicaments (par ex. médicaments contenant de l’orlistat) pour la réduction du poids. Un remboursement est en principe exclu en cas de reprise du traitement lorsqu’une perte d’au moins 5%, resp. 7%, du poids corporel initial n’avait pas été obtenue lors d’un premier traitement de 16 semaines (patients non répondeurs) par Wegovy. Un changement de traitement de Saxenda à Wegovy doit en principe être possible. La durée maximale de traitement d’une monothérapie par Wegovy ou d’un traitement séquentiel par Wegovy après Saxenda est de 3 ans. Sous réserve de l'accord du patient, les données correspondantes doivent être saisies dans un registre géré par une organisation indépendante, basé sur la documentation continue du patient.",,percentage,percentage,5.0,per_year,after_months,6.0,months,"[{""type"": ""after_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""après 6 mois""}, {""type"": ""after_weeks"", ""value"": 16, ""unit"": ""weeks"", ""match"": ""après 16 semaines""}, {""type"": ""treatment_of_duration"", ""value"": 16, ""unit"": ""weeks"", ""match"": ""traitement de 16 semaines""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par an""}]",0,0,0,"[""WEGOVY"", ""SAXENDA""]"
