cashback_segment_id,segment_id,limitation_id,preparation_id,limitation_code,product_name,indication_name,indication_code,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments,indication_name_fr,segment_order
334,1392,3474,3427,TREMFYA3,Tremfya,Psoriasis-Arthritis,20752.02,"Sur demande de l'assureur-maladie auprès duquel la personne assurée était assurée au moment de l'achat, Janssen-Cilag AG rembourse Fr. 62.00 du prix fabrique pour chaque seringue et stylo prérempli Tremfya acheté pour le traitement de l'arthrite psoriasique. La taxe sur la valeur ajoutée ne peut pas être réclamée en plus des montants de remboursement. La taxe sur la valeur ajoutée ne peut pas être réclamée en plus des montants de remboursement.",Janssen-Cilag AG,company_rembourse,chf_fixed,62.0,per_syringe,,,,,0,0,0,"[""TREMFYA""]",Arthrite psoriasique,0
441,2220,4559,4454,TREMFYADF.03,Tremfya,Morbus Crohn,22017.03,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Maladie de Crohn,0
469,2316,4702,4454,TREMFYADF.03,Tremfya,Morbus Crohn,22017.03,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Maladie de Crohn,0
442,2221,4560,4454,TREMFYADF.04,Tremfya,Colitis Ulcerosa,22017.04,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Colite Ulcéreuse,0
470,2317,4703,4454,TREMFYADF.04,Tremfya,Colitis Ulcerosa,22017.04,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Colite Ulcéreuse,0
439,2218,4557,3621,TREMFYAPE.03,Tremfya,Morbus Crohn,21007.03,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Maladie de Crohn,0
467,2314,4700,3621,TREMFYAPE.03,Tremfya,Morbus Crohn,21007.03,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Maladie de Crohn,0
440,2219,4558,3621,TREMFYAPE.04,Tremfya,Colitis Ulcerosa,21007.04,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Colite Ulcéreuse,0
468,2315,4701,3621,TREMFYAPE.04,Tremfya,Colitis Ulcerosa,21007.04,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Colite Ulcéreuse,0
437,2214,4553,3427,TREMFYASP.03,Tremfya,Morbus Crohn,20752.03,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Maladie de Crohn,0
465,2311,4697,3427,TREMFYASP.03,Tremfya,Morbus Crohn,20752.03,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Maladie de Crohn,0
438,2215,4554,3427,TREMFYASP.04,Tremfya,Colitis Ulcerosa,20752.04,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Colite Ulcéreuse,0
466,2312,4698,3427,TREMFYASP.04,Tremfya,Colitis Ulcerosa,20752.04,"Pour chaque boîte de TREMFYA achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.",Janssen-Cilag AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""TREMFYA""]",Colite Ulcéreuse,0
165,554,2340,3928,TRODELVYTNBC,Trodelvy,triple-negatives Mammakarzinom (TNBC),21290.01,"Sur demande de la caisse maladie auprès de laquelle le patient était assuré au moment de l’achat, Gilead Sciences Switzerland Sàrl rembourse un montant déterminé sur le prix de fabrique de la boîte de TRODELVY pour chaque boîte de TRODELVY achetée. La TVA ne peut pas être récupérée en plus de cette proportion du prix de fabrique.",Gilead Sciences Switzerland Sàrl,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""TRODELVY""]",cancer du sein triple négatif (TNBC),0
305,1285,3247,3698,ULTOMIRI.PNH,Ultomiris,Behandlung von Erwachsenen mit paroxysmaler nächtlicher Hämoglobinurie (PNH),21024.01,"Avant le début du traitement, une garantie de prise en charge par l’assurance maladie est nécessaire après discussion avec le médecin-conseil. Ultomiris est remboursé pour le traitement des patients adultes (à partir de leur 18e année) atteints d’hémoglobinurie paroxystique nocturne (HPN): • chez des patients qui n’ont pas été traités auparavant par des inhibiteurs du complément et qui présentent une hémolyse associée à un ou plusieurs symptômes cliniques indiquant une activité élevée de la maladie. Une activité élevée de la maladie est définie comme suit: valeur de la LDH ≥ 1,5 × LSN (limite supérieure de la normale) [LSN du taux de LDH: 246 U/l] et présence, dans les 3 mois précédent le traitement, de l’un ou de plusieurs des signes ou symptômes suivants causés par l’HPN: fatigue, hémoglobinurie, douleurs abdominales, essoufflement (dyspnée), anémie (hémoglobine < 10 g/dl), événement vasculaire indésirable grave antérieur (y compris thrombose), dysphagie ou trouble de l'érection; ou antécédents de transfusion de concentré érythrocytaire due à l’HPN. • chez les patients qui sont cliniquement stables après avoir été traités par éculizumab pendant au moins 6 mois. La stabilité clinique est définie par une valeur de la LDH ≤ 1,5 x LSN [LSN du taux de LDH : 246 U/l] ainsi qu’aucune valeur de la LDH > 2 x LSN au cours des 6 mois précédents et aucun événement indésirable cardiovasculaire grave au cours des 6 mois précédents. Si, après un traitement préalable à l’éculizumab, une forte activité de la maladie persiste, ULTOMIRIS n'est pas remboursé. Tous les patients traités par ULTOMIRIS doivent être inscrits dans un registre (le traitement ne peut commencer qu'après confirmation de l'inclusion du patient dans le registre, un extrait de la saisie des données du patient dans le registre est à présenter avec la demande de prise en charge). Si un patient refuse de donner le consentement écrit nécessaire à la collecte de ses données, cela doit faire l’objet d’un rapport. L’indication pour le traitement et les contrôles des patients dans le cadre de la tenue du registre ne peut s’effectuer que dans les centres universitaires ou les hôpitaux cantonaux d’Aarau, Bellinzone, Lucerne, Coire et Saint-Gall. L’administration du traitement d’ULTOMIRIS entre ces contrôles peut se réaliser dans un hôpital local. Le médecin du centre chargé du traitement transmet en permanence les données nécessaires à l'aide de l'outil Internet déterminé par le Registre de Remboursements Soliris Suisse (SSRR). Ce registre est utilisé pour tous les patients traités par SOLIRIS et ULTOMIRIS. L’OFSP peut en consulter les données à tout moment et reçoit tous les 12 mois un rapport de synthèse. Le centre est tenu d'enregistrer au minimum les données suivantes pour le registre ULTOMIRIS: 1) Saisie des données anonymisées du patient avec pose de l’indication de l’hémoglobinurie paroxystique nocturne (HPN), y compris l'année de naissance, le sexe et le poids. 2) Avant le début du traitement, l'état actuel doit être documenté. L’HPN doit être confirmée par un dosage d’au minimum 10% de clones HPN. Les patients doivent être préalablement vaccinés contre les méningocoques. 3) A 3 mois puis à 6 et 12 mois après le début du traitement, il convient d'enregistrer la réponse thérapeutique (paramètres hématologiques, taux de LDH, symptômes d'HPN comme douleurs abdominales, douleurs thoraciques, dyspnée et douleurs exigeant une intervention médicale, performances selon une échelle de «qualité de vie», besoin de transfusions, événements thrombotiques, survenue d'insuffisance rénale et hypertension artérielle pulmonaire), ainsi que la date de l'examen. Le dosage et la fréquence posologique d’ULTOMIRIS doivent figurer dans le registre. Dès la 2e année de traitement, les contrôles s'effectuent tous les 6 mois, soit pour la 2e année 18 et 24 mois après le début du traitement. 4) À la fin du traitement, il convient d’en indiquer la raison. Les patients dont la réponse thérapeutique est insuffisante doivent arrêter le traitement. Une réponse thérapeutique est considérée comme atteinte si une réduction de la LDH d’au moins 60% et une amélioration d’un des paramètres cliniques sont observées chez le patient traité. En cas de réponse insatisfaisante, le médecin traitant doit indiquer, sur la base de l'évolution clinique, pour quelle raison la poursuite du traitement est indiquée. Après 12 mois de traitement, le besoin de transfusions doit avoir été réduit. 5) La garantie de prise en charge doit être renouvelée chaque année. 6) Calcul du prix public sur la base du prix départ usine auquel s'ajoutent CHF 40.- en raison du caractère particulier de la distribution (pratiquement pas de commerce intermédiaire, comme pour les produits sanguins), TVA en sus.",,percentage,percentage,10.0,unknown,after_months,12.0,months,"[{""type"": ""after_months"", ""value"": 12, ""unit"": ""months"", ""match"": ""après 12 mois""}, {""type"": ""min_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""au moins 6 mois""}, {""type"": ""from_nth"", ""value"": 6, ""unit"": ""months"", ""match"": ""des 6 mois""}, {""type"": ""within_first"", ""value"": 3, ""unit"": ""months"", ""match"": ""dans les 3 mois""}]",1,1,1,"[""SOLIRIS"", ""ULTOMIRIS"", ""ARAVA""]",Traitement des adultes atteints avec Hémoglobinurie Paroxystique Nocturne (HPN),0
166,555,2341,3698,ULTOMIRISPNH,Ultomiris,Behandlung von Erwachsenen mit paroxysmaler nächtlicher Hämoglobinurie (PNH),21024.01,"Avant le début du traitement, une garantie de prise en charge par l’assurance maladie est nécessaire après discussion avec le médecin-conseil. Ultomiris est utilisé pour le traitement des patients adultes (à partir de leur 18e année) atteints d’hémoglobinurie paroxystique nocturne (HPN): • chez des patients qui n’ont pas été traités auparavant par des inhibiteurs du complément et qui présentent une hémolyse associée à un ou plusieurs symptômes cliniques indiquant une activité élevée de la maladie. Une activité élevée de la maladie est définie comme suit: valeur de la LDH ≥ 1,5 × LSN (limite supérieure de la normale) [LSN du taux de LDH: 246 U/l] et présence, dans les 3 mois précédent le traitement, de l’un ou de plusieurs des signes ou symptômes suivants causés par l’HPN: fatigue, hémoglobinurie, douleurs abdominales, essoufflement (dyspnée), anémie (hémoglobine < 10 g/dl), événement vasculaire indésirable grave antérieur (y compris thrombose), dysphagie ou trouble de l'érection; ou antécédents de transfusion de concentré érythrocytaire due à l’HPN. • chez les patients qui sont cliniquement stables après avoir été traités par éculizumab pendant au moins 6 mois. La stabilité clinique est définie par une valeur de la LDH ≤ 1,5 x LSN [LSN du taux de LDH : 246 U/l] ainsi qu’aucune valeur de la LDH > 2 x LSN au cours des 6 mois précédents et aucun événement indésirable cardiovasculaire grave au cours des 6 mois précédents. Si, après un traitement préalable à l’éculizumab, une forte activité de la maladie persiste, ULTOMIRIS n'est pas remboursé. Tous les patients traités par ULTOMIRIS doivent être inscrits dans un registre (le traitement ne peut commencer qu'après confirmation de l'inclusion du patient dans le registre, un extrait de la saisie des données du patient dans le registre est à présenter avec la demande de prise en charge). Si un patient refuse de donner le consentement écrit nécessaire à la collecte de ses données, cela doit faire l’objet d’un rapport. L’indication pour le traitement et les contrôles des patients dans le cadre de la tenue du registre ne peut s’effectuer que dans les centres universitaires ou les hôpitaux cantonaux d’Aarau, Bellinzone, Lucerne, Coire et Saint-Gall. L’administration du traitement d’ULTOMIRIS entre ces contrôles peut se réaliser dans un hôpital local. Le médecin du centre chargé du traitement transmet en permanence les données nécessaires à l'aide de l'outil Internet déterminé par le Registre de Remboursements Soliris Suisse (SSRR). Ce registre est utilisé pour tous les patients traités par SOLIRIS et ULTOMIRIS. L’OFSP peut en consulter les données à tout moment et reçoit tous les 12 mois un rapport de synthèse. Le centre est tenu d'enregistrer au minimum les données suivantes pour le registre ULTOMIRIS: 1) Saisie des données anonymisées du patient avec pose de l’indication de l’hémoglobinurie paroxystique nocturne (HPN), y compris l'année de naissance, le sexe et le poids. 2) Avant le début du traitement, l'état actuel doit être documenté. L’HPN doit être confirmée par un dosage d’au minimum 10% de clones HPN. Les patients doivent être préalablement vaccinés contre les méningocoques. 3) A 3 mois puis à 6 et 12 mois après le début du traitement, il convient d'enregistrer la réponse thérapeutique (paramètres hématologiques, taux de LDH, symptômes d'HPN comme douleurs abdominales, douleurs thoraciques, dyspnée et douleurs exigeant une intervention médicale, performances selon une échelle de «qualité de vie», besoin de transfusions, événements thrombotiques, survenue d'insuffisance rénale et hypertension artérielle pulmonaire), ainsi que la date de l'examen. Le dosage et la fréquence posologique d’ULTOMIRIS doivent figurer dans le registre. Dès la 2e année de traitement, les contrôles s'effectuent tous les 6 mois, soit pour la 2e année 18 et 24 mois après le début du traitement. 4) À la fin du traitement, il convient d’en indiquer la raison. Les patients dont la réponse thérapeutique est insuffisante doivent arrêter le traitement. Une réponse thérapeutique est considérée comme atteinte si une réduction de la LDH d’au moins 60% et une amélioration d’un des paramètres cliniques sont observées chez le patient traité. En cas de réponse insatisfaisante, le médecin traitant doit indiquer, sur la base de l'évolution clinique, pour quelle raison la poursuite du traitement est indiquée. Après 12 mois de traitement, le besoin de transfusions doit avoir été réduit. 5) La garantie de prise en charge doit être renouvelée chaque année. 6) Calcul du prix public sur la base du prix départ usine auquel s'ajoutent CHF 40.- en raison du caractère particulier de la distribution (pratiquement pas de commerce intermédiaire, comme pour les produits sanguins), TVA en sus.",,percentage,percentage,10.0,unknown,after_months,12.0,months,"[{""type"": ""after_months"", ""value"": 12, ""unit"": ""months"", ""match"": ""après 12 mois""}, {""type"": ""min_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""au moins 6 mois""}, {""type"": ""from_nth"", ""value"": 6, ""unit"": ""months"", ""match"": ""des 6 mois""}, {""type"": ""within_first"", ""value"": 3, ""unit"": ""months"", ""match"": ""dans les 3 mois""}]",1,1,1,"[""SOLIRIS"", ""ULTOMIRIS"", ""ARAVA""]",Traitement des adultes atteints avec Hémoglobinurie Paroxystique Nocturne (HPN),0
299,1272,3205,4150,VEGZELMA.03,Vegzelma,Nierenzellkarzinom,21617.03,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, IQone Healthcare Switzerland rembourse pour le traitement Fr. 0.27 par mg Vegzelma. En cas de prescription médicale appropriée, Vegzelma est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",IQone Healthcare Switzerland,company_rembourse,chf_fixed,0.27,per_mg,,,,,0,0,1,"[""VEGZELMA""]",Carcinome rénal,0
471,2320,4709,4150,VEGZELMA.03,Vegzelma,Nierenzellkarzinom,21617.03,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, IQone Healthcare Switzerland rembourse pour le traitement Fr. 0.27 par mg Vegzelma. En cas de prescription médicale appropriée, Vegzelma est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",IQone Healthcare Switzerland,company_rembourse,chf_fixed,0.27,per_mg,,,,,0,0,1,"[""VEGZELMA""]",Carcinome rénal,0
300,1273,3206,4150,VEGZELMA.04,Vegzelma,Mammakarzinom,21617.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, IQone Healthcare Switzerland rembourse pour le traitement Fr. 0.10 par mg Vegzelma. En cas de prescription médicale appropriée, Vegzelma est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",IQone Healthcare Switzerland,company_rembourse,chf_fixed,0.1,per_mg,,,,,0,0,1,"[""VEGZELMA""]",Carcinome mammaire,0
472,2321,4710,4150,VEGZELMA.04,Vegzelma,Mammakarzinom,21617.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, IQone Healthcare Switzerland rembourse pour le traitement Fr. 0.10 par mg Vegzelma. En cas de prescription médicale appropriée, Vegzelma est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",IQone Healthcare Switzerland,company_rembourse,chf_fixed,0.1,per_mg,,,,,0,0,1,"[""VEGZELMA""]",Carcinome mammaire,0
301,1277,3210,4150,VEGZELMA.08,Vegzelma,VEGZELMA in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),21617.08,"En ce qui concerne le remboursement Vegzelma dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte Vegzelma en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""VEGZELMA"", ""TECENTRIQ""]",VEGZELMA en association avec l’atezolizumab (TECENTRIQ) pour le traitement du carcinome hépatocellulaire inopérable ou métastatique (CHC),0
473,2324,4713,4150,VEGZELMA.08,Vegzelma,VEGZELMA in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),21617.08,"En ce qui concerne le remboursement Vegzelma dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte Vegzelma en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""VEGZELMA"", ""TECENTRIQ""]",VEGZELMA en association avec l’atezolizumab (TECENTRIQ) pour le traitement du carcinome hépatocellulaire inopérable ou métastatique (CHC),0
350,1787,3703,4150,VEGZELMA.09,Vegzelma,Kombinationstherapie mit Lynparza (Olaparib),21617.09,"À la première demande de l’assurance-maladie auprès de laquelle la personne concernée est assurée au moment de l’achat, le titulaire de l’autorisation de VEGZELMA rembourse à cette caisse une part fixe du prix départ usine pour tout emballage de VEGZELMA acheté et utilisé en association avec Lynparza.",,titulaire_rembourse,full_refund_pex,,unknown,,,,,0,0,0,"[""LYNPARZA"", ""VEGZELMA""]",Traitement en association avec Lynparza (olaparib),1
434,2200,4525,4150,VEGZELMA.10,Vegzelma,VEGZELMA in Kombination mit Trifluridin/Tipiracil (LONSURF) zur Behandlung des metastasierten kolorektalen Karzinom (KRK),21617.10,"En ce qui concerne le remboursement de VEGZELMA dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de VEGZELMA en association avec de Trifluridin/Tipiracil (LONSURF) acquise pour l’indication du traitement du CCR.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""VEGZELMA"", ""LONSURF""]",VEGZELMA en association avec Trifluridin/Tipiracil (LONSURF) pour le traitement d'un cancer colorectal métastatique (CCR),0
187,640,2513,3460,VENCLYXAMLKO,Venclyxto,Akute myeolische Leukämie in Kombination mit Azacitidin oder Decitabin,20764.03,"Sur première demande de l’assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l’achat, le titulaire de l’autorisation, AbbVie AG, remboursera à ce dernier une part déterminée du prix de fabrique pour chaque emballage de VENCLYXTO acheté.",AbbVie AG,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""VENCLYXTO""]",Leucémie myéloïde aiguë en association avec de l'azacitidine ou de la décitabine,0
186,639,2512,3460,VENCLYXCLLMO,Venclyxto,Chronisch lymphatische Leukämie (Monotherapie) bei Patienten mit del17p/TP53mut und nach Therapieversagen unter einem BCRi,20764.01,"Sur demande de l'assureur maladie chez lequel la personne assurée était assurée lorsque Venclyxto lui a été délivré, AbbVie AG rembourse à cet assureur maladie 4.2% du prix de fabrique de chaque boîte de Venclyxto. Le remboursement ne s'applique pas aux boîtes utilisées dans l'indication vénétoclax + rituximab. La taxe sur la valeur ajoutée ne peut être récupérée en plus de cette partie du prix de fabrique.",AbbVie AG,company_rembourse,percentage,4.2,per_box,,,,,0,0,0,"[""VENCLYXTO""]",Leucémie lymphoïde chronique (monothérapie) chez les patients avec del17p/TP53mut et après en échec traitement par un BCRi,0
311,1315,3307,3460,VENCLYXTO.01,Venclyxto,Chronisch lymphatische Leukämie (Monotherapie) bei Patienten mit del17p/TP53mut und nach Therapieversagen unter einem BCRi,20764.01,"Sur première demande de l’assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l’achat, le titulaire de l’autorisation, AbbVie AG, remboursera à ce dernier une part déterminée du prix de fabrique pour chaque emballage de VENCLYXTO acheté.",AbbVie AG,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""VENCLYXTO""]",Leucémie lymphoïde chronique (monothérapie) chez les patients avec del17p/TP53mut et après en échec traitement par un BCRi,0
221,920,2867,3460,VENCLYXTO.03,Venclyxto,Akute myeolische Leukämie in Kombination mit Azacitidin oder Decitabin,20764.03,"Sur première demande de l’assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l’achat, le titulaire de l’autorisation, AbbVie AG, remboursera à ce dernier une part déterminée du prix de fabrique pour chaque emballage de VENCLYXTO acheté.",AbbVie AG,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""VENCLYXTO""]",Leucémie myéloïde aiguë en association avec de l'azacitidine ou de la décitabine,0
312,1316,3308,3460,VENCLYXTO.03,Venclyxto,Akute myeolische Leukämie in Kombination mit Azacitidin oder Decitabin,20764.03,"Sur première demande de l’assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l’achat, le titulaire de l’autorisation, AbbVie AG, remboursera à ce dernier une part déterminée du prix de fabrique pour chaque emballage de VENCLYXTO acheté.",AbbVie AG,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""VENCLYXTO""]",Leucémie myéloïde aiguë en association avec de l'azacitidine ou de la décitabine,0
188,641,2516,3183,VIDAZAKOM,Vidaza,Kombination VIDAZA und Venetoclax,18384.01,"Sur première demande de l’assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l’achat, le titulaire de l’autorisation, Celgene GmbH, remboursera à ce dernier une part déterminée du prix de fabrique pour chaque emballage de VIDAZA acheté.",Celgene GmbH,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""VIDAZA""]",Association de VIDAZA avec vénétoclax,0
202,856,2687,3183,VIDAZAKOM,Vidaza,Kombination VIDAZA und Venetoclax,18384.01,"Sur première demande de l’assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l’achat, le titulaire de l’autorisation remboursera à ce dernier une part déterminée du prix de fabrique pour chaque emballage de VIDAZA acheté.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""VIDAZA""]",Association de VIDAZA avec vénétoclax,0
401,2040,4259,3277,YERVOY.XX,Yervoy,Kombinationstherapie mit Nivolumab,19520.XX,"Sur demande de l’assurance-maladie auprès de laquelle la personne en question était assurée au moment de l’achat, Bristol-Myers Squibb SA rembourse pour chaque indication en combinaison avec le nivolumab un montant déterminé par emballage remis ou par mg de YERVOY ou d’OPDIVO administré, sur justificatif. La taxe sur la valeur ajoutée ne peut pas être exigée en sus du prix de fabrique.",Bristol-Myers Squibb SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""NIVOLUMAB"", ""OPDIVO"", ""YERVOY""]",Thérapie combinée avec le nivolumab,0
479,2366,4781,4166,ZEJULA.01b,Zejula,Ovarialkarzinom mit platin-sensitivem Rezidiv (2L+),21597.01,"Pour un traitement d’une durée supérieure (à partir de 25 mois), le titulaire de l’autorisation rembourse 50% du prix départ usine pour l’achat de toute boîte supplémentaire de Zejula, sur demande de l’assureur-maladie auprès duquel l’assuré était assuré au moment de l’achat.",,titulaire_rembourse,percentage,50.0,unknown,from_month,25.0,months,"[{""type"": ""from_month"", ""value"": 25, ""unit"": ""months"", ""match"": ""à partir de 25 mois""}]",0,0,0,"[""ZEJULA""]",Cancer de l'ovaire sensible au platine et récidivant (2L+),0
