id;company;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;thresholds_all;thresholds_count;treatment_stop;adverse_effects;treatment_failure;cotreatments;cashback_extract
3558;;full_refund_pex;;unknown;;;;;0;0;0;0;"[""LYNPARZA"", ""MVASI""]";À la première demande de l’assurance-maladie auprès de laquelle la personne concernée est assurée au moment de l’achat, le titulaire de l’autorisation de MVASI rembourse à cette caisse une part fixe du prix départ usine pour tout emballage de MVASI acheté et utilisé en association avec Lynparza.
3571;Eli Lilly (Suisse) SA;unknown;;unknown;maximum;4;boxes;"[{""type"": ""maximum"", ""value"": 4, ""unit"": ""boxes"", ""match"": ""max. 4 emballages""}]";1;0;0;0;"[""RETSEVMO""]";Le titulaire de l’autorisation, Eli Lilly (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les emballages acquis au cour des 2 premiers mois suivant le début du traitement (max. 4 emballages de RETSEVMO), à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament.
3573;;amount_unspecified;;unknown;;;;;0;0;0;0;;Le titulaire de l'autorisation rembourse à l'assureur-maladie auprès duquel la personne assurée était affiliée au moment de l'achat, le montant total correspondant au prix de fabrique à partir de la 20e seringue prête à l'emploi dont il est prouvé qu'elle a été utilisée pour le traitement en l'espace d'un an. La TVA ne peut pas être récupérée en plus de ce montant (base prix de fabrique).
3579;Gilead Sciences Switzerland Sàrl;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""TRODELVY""]";Pour les traitements dans les indications avec modèle de prix, sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Gilead Sciences Switzerland Sàrl rembourse à l’assureur-maladie, pour chaque boîte de TRODELVY délivrée, une part fixe du prix de fabrique.
3583;Pfizer AG;unknown;;per_box;during_months;6;months;"[{""type"": ""during_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""pendant 6 mois""}]";1;0;0;0;"[""VYNDAQEL""]";"hospitalisations répétées pour décompensation cardiaque); - une baisse des performances pendant 6 mois, associée à une élévation de NT-proBNP et à une augmentation de la consommation de diurétiques - si le patient développe une insuffisance cardiaque de classe NYHA III ou IV malgré un traitement optimal - une réduction cliniquement significative de la distance de marche au test de marche de 6 minutes - une transplantation cardiaque ou hépatique - l’implantation de «mechanic assist devices» (LVAD, RVAD, BiVAD) Pour chaque emballage de 30 capsules molles de VYNDAQEL de 61 mg, la titulaire de l’autorisation, Pfizer AG, rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat un pourcentage fixe du prix de fabrication."
3595;Pierre Fabre Pharma SA;percentage;24.49;per_box;;;;;0;0;0;0;"[""BRAFTOVI"", ""MEKTOVI""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Pierre Fabre Pharma SA rembourse à l’assureur-maladie pour chaque emballage de MEKTOVI acheté en association avec BRAFTOVI 24.49% sur le prix de fabrique de chaque emballage de MEKTOVI (indicateur d’un cycle de traitement). La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit être présentée à compter de la date d'administration.
3623;;unknown;;per_box;;;;;0;0;0;0;"[""DARZALEX""]";Pour les traitements dans des indications avec un modèle de prix, le titulaire de l’autorisation rembourse à l’assurance-maladie auprès de laquelle le patient était assuré lors de la remise du médicament, dès la première demande de l’assurance-maladie, une part pré-établie du prix de fabrique pour chaque emballage remis de DARZALEX.
3633;;unknown;;per_box;;;;;0;0;0;0;"[""DARZALEX"", ""DARZALEX SC""]";Pour les traitements dans des indications avec un modèle de prix, le titulaire de l’autorisation rembourse à l’assurance-maladie auprès duquel le patient était assuré lors de la remise du médicament, dès la première demande de l’assurance, une part pré-établie du prix de fabrique pour chaque emballage remis de DARZALEX SC.
3635;Bristol-Myers Squibb SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""IMNOVID""]";Sur première demande de l’assurance maladie, auprès de laquelle la personne était assurée lorsque IMNOVID lui a été délivré, Bristol-Myers Squibb SA rembourse une part fixe du prix de fabrique pour chaque emballage de IMNOVID acheté. Le remboursement de la TVA ne peut pas être exigé en plus de ce pourcentage du prix de fabrique.
3664;Pierre Fabre Pharma SA;percentage;24.49;per_box;;;;;0;0;0;0;"[""BRAFTOVI"", ""MEKTOVI""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Pierre Fabre Pharma SA rembourse à l’assureur-maladie pour chaque emballage de MEKTOVI acheté en association avec BRAFTOVI 24.49% sur le prix de fabrique de chaque emballage de MEKTOVI (indicateur d’un cycle de traitement). La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit être présentée à compter de la date d'administration.
3665;Takeda Pharma AG;unknown;;per_box;;;;;0;0;0;0;"[""NINLARO""]";Takeda Pharma AG rembourse une proportion fixe du prix de fabrique pour chaque emballage de NINLARO acheté dans le cadre du traitement combiné de NINLARO avec le lénalidomide, sur la première demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’administration.
3667;;full_refund_pex;;per_box;;;;;0;0;0;0;"[""OYAVAS"", ""TECENTRIQ""]";En ce qui concerne le remboursement d'Oyavas dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte d'Oyavas en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.
3668;;full_refund_pex;;unknown;;;;;0;0;0;0;"[""LYNPARZA"", ""OYAVAS""]";À la première demande de l’assurance-maladie auprès de laquelle la personne concernée est assurée au moment de l’achat, le titulaire de l’autorisation de Oyavas rembourse à cette caisse une part fixe du prix départ usine pour tout emballage de Oyavas acheté et utilisé en association avec Lynparza.
3670;;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""REVLIMID""]";Sur première demande de l’assurance maladie, auprès de laquelle la personne était assurée lorsque REVLIMID lui a été délivré, le titulaire de l'autorisation rembourse une part fixe du prix de fabrique pour chaque emballage de REVLIMID acheté. Le remboursement de la TVA ne peut pas être exigé en plus de ce pourcentage du prix de fabrique.
3671;;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""REVLIMID""]";Sur première demande de l’assurance maladie, auprès de laquelle la personne était assurée lorsque REVLIMID lui a été délivré, le titulaire de l'autorisation rembourse une part fixe du prix de fabrique pour chaque emballage de REVLIMID acheté. Le remboursement de la TVA ne peut pas être exigé en plus de ce pourcentage du prix de fabrique.
3681;;percentage;5.0;per_year;after_months;6;months;"[{""type"": ""after_months"", ""value"": 6, ""unit"": ""months"", ""match"": ""après 6 mois""}, {""type"": ""after_weeks"", ""value"": 16, ""unit"": ""weeks"", ""match"": ""après 16 semaines""}, {""type"": ""treatment_of_duration"", ""value"": 16, ""unit"": ""weeks"", ""match"": ""traitement de 16 semaines""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par an""}]";4;0;0;0;"[""WEGOVY"", ""SAXENDA""]";Utilisation uniquement chez les personnes non diabétiques et chez les personnes diabétiques (DS de type 2) qui n’ont pas reçu de traitement préalable par agonistes du récepteur du GLP-1 autre que celui utilisé pour la réduction du poids : En complément d’un régime avec un déficit de 500 kcal/jour, de conseils diététiques d’accompagnement et d’une activité physique renforcée et justifiée (par ex. podomètre) chez des patients motivés (sans opérations bariatriques passées ou prévues) pour la régulation pondérale chez les patients adultes présentant un : - IMC ≥ 35 kg/m<sup>2</sup> - IMC ≥ 28 kg/m<sup>2</sup> en cas de comorbidités liées au poids (prédiabète ou diabète sucré de type 2, hypertension artérielle, dyslipidémie). Le traitement nécessite une garantie de prise en charge par l’assurance-maladie après consultation préalable du médecin-conseil. Un régime alimentaire avec un déficit de 500 kcal/jour doit être respecté et documenté afin d’obtenir le remboursement de Wegovy, et ceci doit être confirmé vis-à-vis de l’assureur. La prescription ne peut être délivrée que par un médecin spécialiste FMH en endocrinologie/diabétologie ainsi que dans des centres d’obésité. Les centres d’obésité doivent remplir les critères suivants : - Le centre emploie au moins deux médecins spécialistes disposant de l’un des titres de spécialiste suivants : &nbspo Endocrinologie/diabétologie et/ou &nbspo médecine interne et/ou &nbspo chirurgie FMH / titre de spécialiste en chirurgie viscérale. - Le centre dispose en outre d’un diététicien (selon l’art. 11 de la LPSan) ou peut démontrer une collaboration avec un diététicien externe (selon l’art. 11 de la LPSan). - Le médecin responsable du centre est membre de l’ASEMO, de la SSED ou de la SMOB. - Le réseau interdisciplinaire du centre de l’obésité comprend au moins un psychiatre/psychologue clinicien et un physiothérapeute certifié. - L’établissement traite au moins 300 patients atteints d’obésité par an. Le traitement doit être arrêté chez les patients dont l'IMC est ≥ 28 kg/m<sup>2</sup> et < 35 kg/m<sup>2</sup> et qui n'ont pas perdu au moins 5% de leur poids corporel initial après 16 semaines de traitement (fin de la phase de titration) et chez les patients dont l'IMC est ≥ 35 kg/m<sup>2</sup> et qui n'ont pas perdu au moins 7% de leur poids corporel initial après 16 semaines de traitement (fin de la phase de titration) par rapport au début du traitement par Wegovy. Après 6 mois supplémentaires, le traitement doit être interrompu si les patients ayant un IMC ≥ 28 kg/m<sup>2</sup> et < 35 kg/m<sup>2</sup> n’ont pas pu obtenir une réduction de poids totale d’au moins 10% par rapport au poids initial et si les patients ayant un IMC ≥ 35 kg/m<sup>2</sup> n’ont pas pu obtenir une réduction de poids totale d’au moins 12%. Pour une thérapie consécutive au-delà de la phase initiale de traitement, une nouvelle garantie de prise en charge doit être obtenue. Les pertes de poids après 16 semaines et après 10 mois au total doivent être justifiées. Un contrôle d’efficacité doit ensuite en principe être effectué tous les 6 mois. Wegovy peut être remboursé pendant 3 ans au maximum si les critères de remboursement susmentionnés sont respectés. En cas de reprise de poids, si le poids du patient est supérieur à l’objectif à atteindre après 10 mois par rapport au poids initial (−10%, resp. −12%), le traitement doit être interrompu. Le traitement doit également être interrompu dès lors qu’un IMC < 25 kg/m<sup>2</sup> est atteint. Le traitement peut être repris sans dépasser la durée maximale de traitement de 3 ans si l’IMC de ces personnes augmente à nouveau au-delà de 25 kg/m<sup>2</sup>. Il en va de même si le traitement doit être interrompu pour d’autres raisons justifiées, comme par exemple une grossesse. Les critères d’interruption (poids cible mois 10 = 10% resp. 12% de moins que le poids initial) restent inchangés. Si l'on passe d'un autre agoniste des récepteurs du GLP-1 utilisé pour la réduction du poids à Wegovy pendant la phase initiale (10 premiers mois de traitement), les critères d'interruption s'appliquent comme pendant la phase initiale de traitement par Wegovy. Si le changement intervient pendant la poursuite du traitement, la phase initiale de traitement sous Wegovy est supprimée. La documentation correspondante du traitement préalable à partir du début du traitement doit être disponible pour la garantie de prise en charge par l’assurance-maladie. Wegovy ne doit pas être combiné à d’autres agonistes du récepteur du GLP-1, à des gliptines, à des inhibiteurs du SGLT-2 ou à de l’insuline. Wegovy ne doit pas être combiné à d’autres médicaments (par ex. médicaments contenant de l’orlistat) pour la réduction du poids. Un remboursement est en principe exclu en cas de reprise du traitement lorsqu’une perte d’au moins 5%, resp. 7%, du poids corporel initial n’avait pas été obtenue lors d’un premier traitement de 16 semaines (patients non répondeurs) par Wegovy. Un changement de traitement de Saxenda à Wegovy doit en principe être possible. La durée maximale de traitement d’une monothérapie par Wegovy ou d’un traitement séquentiel par Wegovy après Saxenda est de 3 ans. Sous réserve de l'accord du patient, les données correspondantes doivent être saisies dans un registre géré par une organisation indépendante, basé sur la documentation continue du patient.
3687;Eli Lilly (Suisse) SA;chf_fixed;401.23;unknown;;;;;0;0;0;0;;A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 401.23 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.
3691;Pfizer AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""IBRANCE""]";Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.
3695;Pfizer AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""IBRANCE""]";Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.
3699;Novartis Pharma Schweiz AG;percentage;17.27;per_box;;;;;0;0;0;0;"[""REVOLADE""]";Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 17.27% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.
3700;Novartis Pharma Schweiz AG;percentage;17.27;per_box;;;;;0;0;0;0;"[""REVOLADE""]";Novartis Pharma Schweiz AG remboursera à l’assureur-maladie 17.27% du prix de fabrique par boîte de Revolade sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’achat.
3701;Novartis Pharma Schweiz AG;unknown;;per_box;;;;;0;0;0;0;"[""TABRECTA""]";Novartis Pharma Schweiz AG remboursera, à première demande, à l'assureur-maladie auprès duquel la personne assurée était assurée au moment de l'achat une proportion déterminée du prix de fabrique pour chaque emballage de TABRECTA remboursé dans cette indication. La TVA ne peut pas être récupérée en plus de cette réduction sur le prix de fabrique.
3703;;full_refund_pex;;unknown;;;;;0;0;0;0;"[""LYNPARZA"", ""VEGZELMA""]";À la première demande de l’assurance-maladie auprès de laquelle la personne concernée est assurée au moment de l’achat, le titulaire de l’autorisation de VEGZELMA rembourse à cette caisse une part fixe du prix départ usine pour tout emballage de VEGZELMA acheté et utilisé en association avec Lynparza.
3707;Eli Lilly (Suisse) SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""VERZENIOS""]";Pour chaque boîte de Verzenios achetée, Eli Lilly (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de la réception du traitement, à la demande de l’assureur qui est alors informé du montant du remboursement. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit être faite à partir du moment de l'administration.
3708;Lundbeck (Schweiz) AG;unknown;;unknown;;;;;0;0;0;0;"[""VYEPTI""]";Pour les patients qui, conformément à l’information professionnelle, nécessitent une dose de 300 mg par perfusion, Lundbeck (Schweiz) AG rembourse à l’assurance-maladie auprès de laquelle la personne était assurée au moment de la remise, une part définie du prix de fabrique du deuxième et du troisième emballage de VYEPTI 100 mg administré et ce, dès la première demande. La TVA ne peut pas être exigée en plus des montants remboursés.
3709;Janssen-Cilag AG;chf_fixed;894.05;per_box;;;;;0;0;0;0;"[""AKEEGA""]";Le titulaire de l'autorisation Janssen-Cilag AG rembourse à l'assureur-maladie auprès duquel la personne était assurée lors de la remise du médicament, à la première demande de l'assureur-maladie, un montant de Fr. 894.05 pour chaque boîte remis de AKEEGA. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de ce montant du prix de fabrique. La demande de remboursement doit être effectuée à partir du moment de l'administration.
3725;;percentage;20.0;per_box;min_cycles;12;cycles;"[{""type"": ""min_cycles"", ""value"": 12, ""unit"": ""cycles"", ""match"": ""au moins 12 cycles""}, {""type"": ""min_months"", ""value"": 3, ""unit"": ""months"", ""match"": ""au moins 3 mois""}, {""type"": ""on_progression"", ""value"": null, ""unit"": null, ""match"": ""en cas de progression""}]";3;1;1;1;"[""KOSELUGO""]";"Koselugo est indiqué dans le traitement des neurofibromatoses de type 1 (NF1) et des neurofibromes plexiformes (NFP) symptomatiques inopérables chez les enfants et les adolescents âgés de 3 ans et plus. Avant de commencer le traitement: Avant le début de la thérapie, un centre de référence doit obtenir un engagement de prise en charge des frais de la part de l’assureur-maladie après consultation préalable du médecin conseil. Les données sur lesquelles une décision doit être prise quant à la poursuite ou à l’arrêt du traitement doivent être envoyées au médecin conseil, sur demande. Avant que le traitement ne soit initié dans un centre de référence (liste: voir ci-dessous), le patient ou les tuteurs légaux sont informés des critères de remboursement (incl. les critères d’arrêt du traitement). KOSELUGO n’est remboursé que pour les tumeurs symptomatiques et inopérables. Le traitement peut être commencé si des morbidités telles que défiguration, dysfonctionnement moteur, douleur intense, dysfonction des voies respiratoires, déficience visuelle et dysfonction de la vessie / intestin sont présentes. La thérapie doit être effectuée dans l’un des centres suivants, qui sont des institutions membres du Groupe suisse d’oncologie pédiatrique (SPOG). Selon le centre, la thérapie peut également être effectuée dans des départements spécialisés du département de pédiatrie des centres respectifs: Aarau, Hôpital cantonal: oncologie pédiatrique ou neuropédiatrie, Bâle, Hôpital universitaire pour enfants de Bâle (UKBB): oncologie et hématologie pédiatriques et/ou neuropédiatrie, Bellinzona, Ospedale Regionale di Bellinzona e Valli (EOC), Berne, Hôpital pour enfants Inselspital: hématologie et oncologie pédiatriques et/ou neuropédiatrie, Genève, Hématologie-oncologie pédiatrique et/ou Neuropédiatrie aux HUG, Lausanne, Hémato-oncologie pédiatrique et/ou Neuropédiatrie du CHUV, Lucerne, Hôpital cantonal: oncologie pédiatrique et/ou neuropédiatrie, Saint-Gall, Hôpital pour enfants de Suisse orientale: hématologie et oncologie et/ou neuropédiatrie, Zurich, Hôpital universitaire pour enfants: oncologie et/ou neuropédiatrie. Poursuite du traitement: Tous les 6 mois, l’activité de la maladie et l’effet thérapeutique doivent être évalués par le centre. Le traitement peut être poursuivi si une réponse a été détectée après 1/2 ans au plus tard. Chez les patients sans progression tumorale documentée (1,5 an avant le début du traitement), la durée du traitement est limitée à 2 ans selon l’étude d’approbation. Dans l’étude pivot, une réponse partielle a été définie comme une réduction d’au moins 20 % du volume du neurofibrome par rapport à l’inclusion; une réponse partielle confirmée a été définie comme une réponse partielle à des examens de reprise successifs à au moins 3 mois d’intervalle; et une réponse partielle persistante a été définie comme une réponse partielle qui a duré au moins 12 cycles (environ 1 an). KOSELUGO n’est pas approuvé pour le traitement des patients adultes. Arrêt du traitement: En cas de progression de la maladie ou de toxicité inacceptable, le traitement doit être interrompu. Après le 18ème anniversaire, une tentative d’arrêt du traitement doit être effectuée. Aucun remboursement de KOSELUGO chez les patients adultes n’est approuvé , car les données sont limitées pour ces patients. Chez les patients sans progression tumorale documentée dans les 1,5 ans précédant le début du traitement par KOSELUGO, le remboursement est limité à un maximum de 2 ans. Remboursements: Alexion Pharma, rembourse intégralement à l’assurance sociale, auprès de laquelle la personne assurée était affiliée au moment de la prestation, sur sa première demande dans le cadre d'un modèle de préfinancement, un nombre déterminé de mois de traitement (durant la première année du début du traitement) au prix de fabrique (PF). Elle communique à l'assureur maladie le nombre de mois de traitement à rembourser. Alexion Pharma rembourse à l’assurance sociale, auprès de laquelle la personne assurée était affiliée au moment de la prestation, pour chaque emballage supplémentaire utilisé, un pourcentage déterminé du prix de fabrique. Elle communique à l’assurance sociale le montant des remboursements ultérieurs. La TVA ne peut pas être réclamée en supplément de ce pourcentage du prix de fabrique. La demande de remboursement doit être effectuée à partir du moment de l’administration du traitement. Le code suivant doit être transmis à l’assureur maladie : 21402.01"
3769;;percentage;20.0;per_box;;;;;0;0;0;0;"[""SOLIRIS""]";Le titulaire de l'autorisation rembourse, dans le cadre du traitement contre le SHUa par Soliris, à la demande de l’assurance maladie auprès de laquelle la personne était assurée au moment de l'achat, 20% du prix de vente départ usine pour chaque paquet de Soliris acheté. La TVA ne peut pas être réclamée en plus des montants de remboursement. La demande de remboursement doit généralement être effectuée dans les 6 mois suivant l'administration.
3770;Janssen-Cilag AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""TALVEY""]";Pour chaque boîte de TALVEY achetée, Janssen-Cilag AG rembourse une partie fixe du prix de fabrique à l’assureur-maladie, auprès duquel la personne était assurée lors de la remise du médicament, à la première demande. Le remboursement de la taxe sur la valeur ajoutée (TVA) ne peut pas être exigé en sus de cette partie fixe du prix de fabrique.
3778;Roche Pharma (Suisse) SA;unknown;;per_box;;;;;0;0;0;0;"[""GAZYVARO""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assurance-maladie auprès de laquelle le patient était assurée au moment de la remise du médicament, et ce dès la première demande, une part convenue du prix de fabrique pour chaque emballage de GAZYVARO remis. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.
3779;Roche Pharma (Suisse) SA;amount_number_only;348.0;unknown;;;;;0;0;0;0;;Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assurance-maladie auprès de laquelle le patient était assuré au moment de la remise du médicament, et ce dès la première demande, un montant de 348. Le remboursement de la TVA ne peut pas être réclamé en plus.
3785;Amgen Switzerland AG;amount_unspecified;;per_box;;;;;0;0;0;0;"[""REPATHA""]";Amgen Switzerland AG rembourse à l’assureur-maladie chez lequel la personne était assurée au moment de l’achat, dès sa première demande, une part forfaitaire du prix de fabrique pour chaque boîte de Repatha achetée. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant.
3788;Roche Pharma (Suisse) SA;percentage;5.32;per_box;;;;;0;0;0;0;"[""ROZLYTREK""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse 5,32% du prix de fabrique pour chaque emballage de ROZLYTREK (200 mg, 90 gélules) acquis, à la première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament. La taxe sur la valeur ajoutée ne peut pas être exigée en plus de cette part du prix départ usine. La demande de remboursement doit être faite à partir du moment de l’administration.
3789;Roche Pharma (Suisse) SA;percentage;5.32;per_box;;;;;0;0;0;0;"[""ROZLYTREK""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse 5,32% du prix de fabrique pour chaque emballage de ROZLYTREK acquis, à la première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament. La taxe sur la valeur ajoutée ne peut pas être exigée en plus de cette part du prix départ usine. La demande de remboursement doit être faite à partir du moment de l’administration.
3794;Revised Upper limb Module) Novartis Pharma Schweiz AG;amount_number_only;27.0;unknown;;;;;0;0;0;0;"[""ZOLGENSMA""]";"Patients de 2 ans et plus: HFMSE (> 3 points); RULM (> 3 points) (CHOP-INTEND = Children's Hospital of Philadelphia Infant Test of Neuromuscular Disorders; HFMSE = Hammersmith Functional Motor Scale Expanded; RULM = Revised Upper limb Module) Novartis Pharma Schweiz AG rembourse à l'assurance-invalidité (ou subsidiairement à la caisse-maladie au sens de l'art. 27 LAMal), à sa première demande, une part fixe du prix de fabrique pour chaque set de ZOLGENSMA acheté. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique."
3795;Accord Healthcare AG;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Accord Healthcare AG remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3796;Devatis AG;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Devatis AG remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3797;Sandoz Pharmaceuticals AG;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Sandoz Pharmaceuticals AG remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3798;Spirig HealthCare AG;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Spirig HealthCare AG remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3799;Helvepharm AG;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Helvepharm AG remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3800;Helvepharm AG;full_refund;;unknown;;;;;0;1;1;0;;En cas d’arrêt du traitement rendu nécessaire par des effets indésirables survenus au cours des 10 jours suivant le début du traitement, Helvepharm AG remboursera à l’assureur-maladie les coûts de la totalité de l’emballage.
3822;Accord Healthcare SA;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL ACCORD""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel Accord, la firme Accord Healthcare SA remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel Accord administrée pour le 1er cycle en termes de prix public.
3823;;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL LABATEC""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel Labatec, la titulaire de l'autorisation remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel Labatec administrée pour le 1er cycle en termes de prix public.
3824;;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL SANDOZ""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel Sandoz, la titulaire de l'autorisation remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel Sandoz administrée pour le 1er cycle en termes de prix public.
3825;;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL SPIRIG HC""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel Spirig HC, la titulaire de l'autorisation remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel Spirig HC administrée pour le 1er cycle en termes de prix public.
3826;Mylan Pharma GmbH;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL VIATRIS""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel Viatris, la firme Mylan Pharma GmbH remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel Viatris administrée pour le 1er cycle en termes de prix public.
3827;;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL-TEVA""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel-Teva, la titulaire de l'autorisation remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel-Teva administrée pour le 1er cycle en termes de prix public.
3830;Eli Lilly (Suisse) SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""CYRAMZA""]";Pour chaque emballage de Cyramza achetée, Eli Lilly (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de l'achat, à la première demande de l’assureur.
3852;Novartis Pharma Schweiz AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""KISQALI""]";Pour chaque boîte de Kisqali achetée, Novartis Pharma Schweiz AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie auprès de laquelle la personne est assurée au moment de la réception du traitement, à la première demande de l’assureur. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.
3912;Merck (Schweiz) AG;unknown;;per_box;;;;;0;0;0;0;"[""TEPMETKO""]";Merck (Schweiz) AG remboursera, à première demande, à l'assureur-maladie auprès duquel la personne assurée était assurée au moment de l'achat une proportion déterminée du prix de fabrication pour chaque emballage de TEPMETKO obtenu. La TVA ne peut pas être récupérée en plus.
3916;Bristol-Myers Squibb SA;undisclosed_fixed;;per_box;;;;;0;0;0;0;;Bristol-Myers Squibb SA rembourse, pour l’indication rectocolite hémorragique, à l’assureur-maladie auprès duquel la personne concernée était assurée au moment de l’achat, à la demande de l’assureur, pour chaque emballage acheté de ZEPOSIA une partie fixe du prix de fabrique. La TVA ne peut pas être exigée en plus des montants remboursés.
